title,id,category,transcript
Computer Science at Cambridge,94NgNNs1O3Q,CS,[Music] one of the things that is really unique and special about computer science degree in Cambridge is that you're gonna be taught by cutting at world leaders in their own fields who are really excited about their work the course of Cambridge involves pretty much anything that you can think of to do with computers and technology from really foundationally theoretical material on automation of mathematics at one extreme - intense funding projects at the other I've always been fascinated by the way that computers can solve problems both for myself and for other people and that's that's really really interested in me so it seemed like a natural thing to study when I went to university I've always enjoyed doing logic puzzles small challenges and also I wanted to learn everything that I could about computers which I think computer science embodies perfectly but also I want it to be in a really good challenging environment which Cambridge offers and have all these brilliant minds around me computer science at Cambridge seemed just the right course [Music] our course is structured so that we teach our students the theoretical background that underpins the principles of computer science but also with their hands-on experience of putting that theoretical knowledge into practice my favorites perience on the course so far has been the group project in my second year in which I worked with a group of people to produce a piece of software for a company I got to present the project to all the other students and the people from other companies and it was really exciting [Music] the employability prospects for our graduates are really first-rate we're also a very intrapreneurial place so lots of our graduates go on to found their own companies and startups one thing that we find out when we start studying computer science is that this is a subject that opens up so many different doors we can we can work in many different fields doing many different things what I would like to do is go and work for a software company and maybe with that learn some skills in my own so I can I can start my own in the future and solve problems my own way by applying for masters and then going on to do research either here at your lab or an industrial research I feel I will be able to bring a contribution to the field of computer science [Music] fundamentally computer science ends up being about solving really hard problems in the best possible way so if there's one key thing that you couldn't come away from the Cambridge degree in computer science with it's being a really really good problem solver we are genuinely interested in people who are self motivated and passionate about technology if you're curious then come to us and we will teach you the theoretical and the practical ways of how you can build systems that are going to make our world a better place Oh
Computer Science Matters,_IiPLtP-jm8,CS,"So what grade are you in? Second. Tenth grade. First grade. I was in eighth grade when I learned to program. I got my first computer when I was in sixth grade. What gets me excited is being able to fix people's problems. You can express yourself. You can build things from an idea. Computer science is the basis for a lot of the things that college students and professionals will do for the next 20 or 30 years. I like programming because I like helping people. I get the opportunity to build something that makes people's lives easier. I think it's the closest thing we have to a super power. Getting started is the most important part. I'm a beginner myself, and I want you to learn with me. "
Computer Science I | Outlier.org,OMWfl2XEeOU,CS,at the intersection of logic art and Magic we find computer science the force that powers our daily lives those who Master its spells will open doorways to the Future code lies at the heart of everything that powers our Modern Life [Music] defy the magic that moves ones and zeros around the globe in the blink of an eye using Java the language of this class you'll learn not only how to train your mind to solve both digital and non-digital problems but you'll also begin to learn the very practical and marketable skill of programming computer science is Magic computer science allows us to build whatever we want and through our custom interface you'll be able to code with us I want to write a program to track my cat's diet I love it I'm going to show you what's called a two-dimensional way using a game of tic-tac-toe ability to build your own universe ventricle computer science has been for a long time very closed the larger and more diverse group of computer scientists can only enrich the field computer science is accessible it's approachable once you get into this field the possibilities really are endless welcome to computer science one let's get started let's get started let's get started let's get started [Music]
How MIT computer scientists got to MIT,huYmEFkd5Y8,CS,"[MUSIC PLAYING] How did you get to MIT? I sort of had a long path to getting here. But I was a math undergrad, and then I actually was an economics PhD for a couple of years before deciding that robotics was my true calling. And then through a fortunate series of events, I ended up working on the dark robotics challenge and then ended up in Russ's lab. I came to MIT after my PhD at Boston University. I did my PhD in robotics. And before I did robotics, I actually studied pigeons and how they fly and their dynamics of flights. And so pigeons is the way I got into robotics, by looking at the dynamics of them and then wondering what could happen if you could also control those systems. I finished my undergrad and my masters back in 2011. And then I was working in industry for two years at Johns Hopkins applied physics lab, which was fun, but it was more development. And I really wanted to do research. I really wanted to go back for my PhD. So I worked on a few research projects and I applied for my PhD a few places. Got accepted to a few. Got rejected from a lot. And I wound up joining everybody here at MIT for my PhD. So I did my undergrad here, and I really liked the community. And especially I did a UROP, the undergraduate research with Daniella. So I enjoyed that and I was happy to stay on as a grad student. I won a scholarship for my research being one of the grand challenges in engineering and a PhD candidate at the University of Cambridge. And this year, I'm a Charles M. Vest scholar at MIT. I had mentioned to an undergrad professor that I was thinking about maybe applying to PhD programs. And she said, you know, you should do it. You should definitely do it. You know, who cares if you get it or not? You should definitely try. And I think that little push that someone believing in me was what I needed to get over my fear and apply to MIT and that is how I got in. I came here as an undergrad and I came to the admittance day weekend. And it was a lot different than all of the other colleges I had been to and everyone I met was really interesting. So I sort of just decided to come. And then once I was here, it became really hard to leave. So I'm still here. [MUSIC PLAYING]"
MIT Computer Scientists talk about their first computer science textbook,7PbuWwWXftg,CS,"[MUSIC PLAYING] What was your first computer science textbook? I feel like it was called, like, Java by Construction, was my first textbook. It was like an introduction to programming in Java, which I took in a freshman coding class at Princeton. My mom gave me a textbook when I was about eight years old, an introduction to Python. And she started reading it to me when I was in class, and that was a huge moment for me. I got a textbook on MATLAB programming, I think. And I don't know if I ever cracked the spine of it once. CLRS textbook, the algorithms textbook that they use in the algorithms class here at MIT-- it's definitely like a mammoth of a textbook, but I feel like it's sort of a rite of passage. I wasn't a huge fan of textbooks. I mostly read the course notes that were posted in a lot of classes. But there's an introduction to algorithms textbook I used. I think it's by one of the Kleinbergs, and Eva Tardos as well. And that was a great textbook. I love that textbook. And it's really fun, because each problem is sort of structured as like a little puzzle that you have to solve. So that was my first textbook that I enjoyed. You know, I don't think I've ever used a computer science textbook. When I really think through all of my computer science classes, maybe they assigned a textbook, but I didn't get it. Most of the time the problem sets were available online. The lectures were all available online. And most of what you learn is from Googling all the different questions you might have, and other people telling you from-- maybe, I guess, textbook-wise, Wikipedia. Wikipedia is my favorite computer science textbook. [MUSIC PLAYING]"
Create With Computer Science,lud4bU3YY9U,CS,well I think creativity plays a role in almost everything that we do from cooking to making music which is what I do but in computer science you have to have a creative mind [Music] computer science it is Art and everybody has a different style and I think that that's a beautiful thing about computer science is that it's flexible as you iterate through code and you start seeing what experiences you're lighting up it is just like a piece of art when you read someone else's code it's almost like reading poetry you try to follow how their mind went about solving a problem no art exists without technology a paintbrush is a piece of technology a typewriter is a type of technology so as we keep coming up with new types of Technology artists are always going to come in and find some new ways to use it in ways that are unexpected there is no creativity without technology and Technology does not exist without creativity [Music] [Applause]
Why CU Boulder Computer Science?,WC0D2XJ8TcU,CS,"- [Student] Welcome to beautiful Boulder. Located at the foot of the Rocky Mountains, the University of Colorado Boulder has an awe-inspiring view from campus. In the Department of Computer Science, innovative academic programs, hands-on opportunities, and rigorous course work will prepare you for the challenges of a complex world. - Founded in 1970, our department as a long history of advanced research in both basic and applied areas of computer science. The University of Colorado provides an outstanding setting for inter-disciplinary research. Our partnerships with campus institutes and national laboratories provide our faculty and graduate students with the opportunity to address critical issues facing society, including climate change, health care, privacy and security and education. - I am part of a great research team. I have a supportive faculty advisor. I collaborate with faculty across the department and I really love the outdoors here. - CU Boulder combines great research opportunities with a great location. There's a bunch of cool restaurants here in Boulder, a growing tech industry and the mountains are right there. - The culture in the CS department here was one where the professors care about me, not only as a researcher but as a person. And I think my favorite thing about being here is just the people that I've been able to work with and the amount that I've been able to learn. [light music]"
Crash Course Computer Science Preview,tpIctyqH29Q,CS,"Hello world! I’m Carrie Anne Philbin and welcome to Crash Course Computer Science! So, computers really have allowed us to do some pretty amazing things - think global telecommunications, international commerce, global transportation, breakthroughs in medicine, distributed education, online shopping, online dating, just the Internet in general. Computers are allowing us to explore our own world and other worlds, and of course some seemingly mundane things like permitting us to spy on our pets from work or communicate with our friends in a nearly indecipherable stream of emoji! But don’t call computers magical. They are not, I repeat ARE NOT, magical. So before we get into what we are going to talk about in this course, it might be useful to tell you what we aren’t going to talk about. We aren’t going to teach you how to program. Programming is a really crucial aspect of computer software, and we will get to the rules that guide the logic of hardware and software design. But we aren’t going to teach you how to program an Arduino Uno to water your plant or how to change the CSS on your grandma’s sewing blog so visitors’ cursors turn into kittens. This also isn’t a computing course. Or at least how computing is thought of in the U.S. Computing here is a goal - it’s what computers do. And we’ll talk about some of that for sure, but OUR goal for this course is much broader. But computing means other things in other countries. It’s all pretty confusing. But what we are going to look are the history of computers… even before we had electricity. We’re going retrace the design decisions that have given us our president-day components. We’re going to talk about how Operating Systems work… or don’t work… how the YouTubes get to you over the Internet, how our smartphones and other smart devices are... well getting smarter, and of course mysterious futuristic stuff like quantum computing and frustrating present-day stuff like hacking! It’s a lot to cover, but I suppose before we get started I should introduce myself. I’m Carrie Anne Philbin! Hello! I'm an award winning secondary Computing teacher, author of 'Adventures in Raspberry Pi' and the creator of a YouTube video series for teenagers called the Geek Gurl Diaries, which includes stuff like interviews with women working in technology, computer science based tutorials, and hands on digital maker style projects. In my day job, I help people learn about technology and how to make things with computers as Director of Education for the Raspberry Pi Foundation, which is a charity based in Cambridge in the UK. Needless to say, I am passionate about this stuff, but not because computers are these amazing devices that are always making our lives easier (sometimes that’s debatable) but because computers inarguably have become pivotal in our society. From our cars and thermostats to pacemakers and cellphones, computers are everywhere, and it’s my hope that by the end of this course you’ll have a better understanding and appreciation for how far we’ve come and how far they may take us. I’ll see you next week."
How does my Computer Science background fit at the CIA?,76CaXkJr3Wk,CS,"If you're like me, you want to use your computer science skills for something meaningful — something bigger than yourself. The CIA is the perfect place to make this happen. Here, your talents make it possible for us to safeguard the national security of America through the collection and production of critical foreign intelligence for the President and senior policymakers. When I come to work each day, I know that I am contributing to a mission greater than myself. If you're a computer scientist, you might be wondering where you fit in at the CIA. A variety of opportunities are available that fit your background. You could develop, test, implement and maintain complex Agency applications, systems and services as an Apps Developer. You could also be a Technical Intelligence Officer as part of the Directorate of Science & Technology in the role of technical analysis, technical development, technical research or technical operations. Or, you could serve as a Cyber Threat Analyst. You would be researching and analyzing dynamic cyber threats to this country that are constantly on the rise. If you have an interest in world affairs, you could serve in the Directorate of Operations, where you would help with the clandestine collection and dissemination of intelligence from human sources. This Directorate hires all backgrounds, but with your knowledge of computers and technology, you may be better positioned to identify and obtain information about foreign cyber programs, capabilities and actors that may pose a threat to US national security, thereby enabling our ability to counter those threats. Computer scientists have successful careers in the Directorate of Operations as Collection Management Officers, Operations Officers or Staff Operations Officers. No matter what professional path you choose, a career in the CIA will give you a unique role in keeping not only the United States, but the world, safer. You have a lot of career choices in the CIA. Now, the only question is: Where do you want to serve? If you want more information on available opportunities, please visit cia.gov/careers."
Computer Science: Learn to Disrupt and Adapt to Change,4frSnZIvND8,CS,"*Music* At Florida Poly we're not just pressing computer keys - we are innovating creating challenges, developing, even protecting. Curiosity is what drives us to combine visual arts with mathematics and science to excel in digital gaming and virtual reality. Our attention to detail prepares us to focus on securing information, designing, and writing software to assist with tomorrow's technical needs. We'll be in some of the fastest-growing occupations in the world and there's only one place that propels us. *Music*"
The Future of Computer Science Careers,l0YuUIiEVhs,CS,"The following portion of daytime tri-cities is sponsored by Amazon. computer science continues to be one of the fastest growing and best earning areas of our economy. A new Gallup poll of kids is revealing what they say could make them 10 times more likely to go into the computer science field as Alex Davis explains. It's about making a people connection. Computers and Robotics are a mainstay in our everyday lives yet a Gallup poll in partnership with Amazon found that while kids interest in computer Sciences, widespread participation is not nationally. We see that 70% of students report that there's at least one course within their school system today where they can take computer science and learn more about the topic. Unfortunately, that number drops dramatically for who live in rural areas throughout the U.S. and soon to come from lower-income households are far less likely than their peers report. There is, of course, currently available within their school more about computer science. The Amazon future engineer program. A childhood to career computer science education initiative aims to help fill that void. In addition access. being able to connect to face to a career could make a big difference in the future. Engineer program is stepping up to help there as well. Role models are really important because they help us to conceptualize the future. Take up ID like a career. That's kind of confusing to young person that you put a human. Story that explains what could happen next. It all comes together and clicks. We launched mean Amazonian program to connect those classrooms as a diverse group of all models and an insight behind the scenes access to the real world. Technology that Amazon uses every day. So right now on our website, Amazon future engineer dot com, you can sign up for a virtual career. class chess. Bring this to the classroom can also see a behind the scenes tour of our film and centers that showcases the amazing people and technology to make one-day delivery possible to get your child's school involved with the"
Is a Computer Science Degree Worth It?,ShNrn6KPWUk,CS,"I chose the computer science degree program at SNHU because I am a self-taught engineer. I started learning code at 35. It was a struggle from the get go and I watched some of my colleagues level up their skills faster and move on to bigger and better positions while I frankly got bogged down trying to learn some of the basics. And I knew that the best way to shore up the deficiencies was to get an actual education. My name is Jeff DeWitt and I'm a graduate of Southern New Hampshire University. I've known a couple of people who have actually attended SNHU and SNHU has a big reputation. So not only was there a computer science degree program that I could pursue completely, 100% online whenever I wanted to go, but they offered different specialties, too, so I could I could hone in on different things if I wanted to. The way the degree program is kind of set up in the way that I guess the institution itself supports students, I felt that I always had somebody in my corner. It was the way in which my advisors were constantly reaching out to me, checking to see if I needed anything. The instructors themselves were always available and the interactions that I had with my fellow classmates was phenomenal. I still keep in touch with a couple close friends that I made at school when I finally completed my degree program. I definitely missed it at first, and it seems surreal. Not only did I get the degree that I wanted to get, but I got the GPA that I worked so hard to get. And then you go to the actual ceremony and you are in the auditorium with all of the other students who are graduating. And it's one of those feelings that, you know, is a pretty rare experience and that you're going to remember for the rest of your life. I got hired the same month as I graduated. I landed a fully remote, full stack developer position working for the federal government at every step of the way. I felt like people were there to offer support and to reinforce that they are willing to work with me to help me accomplish my goals. SNHU empowers you to build the future that you want. You just need to get started."
Computer Science Careers at Montgomery College,wDn_UvwPhnI,CS,"♪ Music ♪ Montgomery College is giving me the opportunity to achieve my goal. I'm doing things I never thought I could see myself doing when I was a senior in high school. The Montgomery College Computer Science program offers computer science and technologies associate degrees and also and also two certificates: computer programming certificate and Java developer certificate. Most of the classes I teach are eighteen to twenty, twenty two students, something like that, so you get a lot more attention. I think the fact that we have smaller classes at Montgomery College is helpful, primarily for the fact that professors, they can pay more attention to you, because there's less people. Amazing, amazing, amazing professors! I so miss them. Students come out of this program very well prepared. Montgomery College prepared me for my classes at College Park. Even on my first day I felt like I was prepared for what was about to come. The job market is very good for computer science and technology students. They are in demand. And there are less graduates than jobs available. I'm really happy that I came to Montgomery College. Montgomery College really helped me to get where I am today. ♪ Music ♪"
