title,id,category,transcript
Computer Science at Cambridge,94NgNNs1O3Q,computer science,[Music] one of the things that is really unique and special about computer science degree in Cambridge is that you're gonna be taught by cutting at world leaders in their own fields who are really excited about their work the course of Cambridge involves pretty much anything that you can think of to do with computers and technology from really foundationally theoretical material on automation of mathematics at one extreme - intense funding projects at the other I've always been fascinated by the way that computers can solve problems both for myself and for other people and that's that's really really interested in me so it seemed like a natural thing to study when I went to university I've always enjoyed doing logic puzzles small challenges and also I wanted to learn everything that I could about computers which I think computer science embodies perfectly but also I want it to be in a really good challenging environment which Cambridge offers and have all these brilliant minds around me computer science at Cambridge seemed just the right course [Music] our course is structured so that we teach our students the theoretical background that underpins the principles of computer science but also with their hands-on experience of putting that theoretical knowledge into practice my favorites perience on the course so far has been the group project in my second year in which I worked with a group of people to produce a piece of software for a company I got to present the project to all the other students and the people from other companies and it was really exciting [Music] the employability prospects for our graduates are really first-rate we're also a very intrapreneurial place so lots of our graduates go on to found their own companies and startups one thing that we find out when we start studying computer science is that this is a subject that opens up so many different doors we can we can work in many different fields doing many different things what I would like to do is go and work for a software company and maybe with that learn some skills in my own so I can I can start my own in the future and solve problems my own way by applying for masters and then going on to do research either here at your lab or an industrial research I feel I will be able to bring a contribution to the field of computer science [Music] fundamentally computer science ends up being about solving really hard problems in the best possible way so if there's one key thing that you couldn't come away from the Cambridge degree in computer science with it's being a really really good problem solver we are genuinely interested in people who are self motivated and passionate about technology if you're curious then come to us and we will teach you the theoretical and the practical ways of how you can build systems that are going to make our world a better place Oh
Computer Science Matters,_IiPLtP-jm8,computer science,"So what grade are you in? Second. Tenth grade. First grade. I was in eighth grade when I learned to program. I got my first computer when I was in sixth grade. What gets me excited is being able to fix people's problems. You can express yourself. You can build things from an idea. Computer science is the basis for a lot of the things that college students and professionals will do for the next 20 or 30 years. I like programming because I like helping people. I get the opportunity to build something that makes people's lives easier. I think it's the closest thing we have to a super power. Getting started is the most important part. I'm a beginner myself, and I want you to learn with me. "
How MIT computer scientists got to MIT,huYmEFkd5Y8,computer science,"[MUSIC PLAYING] How did you get to MIT? I sort of had a long path to getting here. But I was a math undergrad, and then I actually was an economics PhD for a couple of years before deciding that robotics was my true calling. And then through a fortunate series of events, I ended up working on the dark robotics challenge and then ended up in Russ's lab. I came to MIT after my PhD at Boston University. I did my PhD in robotics. And before I did robotics, I actually studied pigeons and how they fly and their dynamics of flights. And so pigeons is the way I got into robotics, by looking at the dynamics of them and then wondering what could happen if you could also control those systems. I finished my undergrad and my masters back in 2011. And then I was working in industry for two years at Johns Hopkins applied physics lab, which was fun, but it was more development. And I really wanted to do research. I really wanted to go back for my PhD. So I worked on a few research projects and I applied for my PhD a few places. Got accepted to a few. Got rejected from a lot. And I wound up joining everybody here at MIT for my PhD. So I did my undergrad here, and I really liked the community. And especially I did a UROP, the undergraduate research with Daniella. So I enjoyed that and I was happy to stay on as a grad student. I won a scholarship for my research being one of the grand challenges in engineering and a PhD candidate at the University of Cambridge. And this year, I'm a Charles M. Vest scholar at MIT. I had mentioned to an undergrad professor that I was thinking about maybe applying to PhD programs. And she said, you know, you should do it. You should definitely do it. You know, who cares if you get it or not? You should definitely try. And I think that little push that someone believing in me was what I needed to get over my fear and apply to MIT and that is how I got in. I came here as an undergrad and I came to the admittance day weekend. And it was a lot different than all of the other colleges I had been to and everyone I met was really interesting. So I sort of just decided to come. And then once I was here, it became really hard to leave. So I'm still here. [MUSIC PLAYING]"
MIT Computer Scientists talk about their first computer science textbook,7PbuWwWXftg,computer science,"[MUSIC PLAYING] What was your first computer science textbook? I feel like it was called, like, Java by Construction, was my first textbook. It was like an introduction to programming in Java, which I took in a freshman coding class at Princeton. My mom gave me a textbook when I was about eight years old, an introduction to Python. And she started reading it to me when I was in class, and that was a huge moment for me. I got a textbook on MATLAB programming, I think. And I don't know if I ever cracked the spine of it once. CLRS textbook, the algorithms textbook that they use in the algorithms class here at MIT-- it's definitely like a mammoth of a textbook, but I feel like it's sort of a rite of passage. I wasn't a huge fan of textbooks. I mostly read the course notes that were posted in a lot of classes. But there's an introduction to algorithms textbook I used. I think it's by one of the Kleinbergs, and Eva Tardos as well. And that was a great textbook. I love that textbook. And it's really fun, because each problem is sort of structured as like a little puzzle that you have to solve. So that was my first textbook that I enjoyed. You know, I don't think I've ever used a computer science textbook. When I really think through all of my computer science classes, maybe they assigned a textbook, but I didn't get it. Most of the time the problem sets were available online. The lectures were all available online. And most of what you learn is from Googling all the different questions you might have, and other people telling you from-- maybe, I guess, textbook-wise, Wikipedia. Wikipedia is my favorite computer science textbook. [MUSIC PLAYING]"
Create With Computer Science,lud4bU3YY9U,computer science,well I think creativity plays a role in almost everything that we do from cooking to making music which is what I do but in computer science you have to have a creative mind [Music] computer science it is Art and everybody has a different style and I think that that's a beautiful thing about computer science is that it's flexible as you iterate through code and you start seeing what experiences you're lighting up it is just like a piece of art when you read someone else's code it's almost like reading poetry you try to follow how their mind went about solving a problem no art exists without technology a paintbrush is a piece of technology a typewriter is a type of technology so as we keep coming up with new types of Technology artists are always going to come in and find some new ways to use it in ways that are unexpected there is no creativity without technology and Technology does not exist without creativity [Music] [Applause]
How does my Computer Science background fit at the CIA?,76CaXkJr3Wk,computer science,"If you're like me, you want to use your computer science skills for something meaningful — something bigger than yourself. The CIA is the perfect place to make this happen. Here, your talents make it possible for us to safeguard the national security of America through the collection and production of critical foreign intelligence for the President and senior policymakers. When I come to work each day, I know that I am contributing to a mission greater than myself. If you're a computer scientist, you might be wondering where you fit in at the CIA. A variety of opportunities are available that fit your background. You could develop, test, implement and maintain complex Agency applications, systems and services as an Apps Developer. You could also be a Technical Intelligence Officer as part of the Directorate of Science & Technology in the role of technical analysis, technical development, technical research or technical operations. Or, you could serve as a Cyber Threat Analyst. You would be researching and analyzing dynamic cyber threats to this country that are constantly on the rise. If you have an interest in world affairs, you could serve in the Directorate of Operations, where you would help with the clandestine collection and dissemination of intelligence from human sources. This Directorate hires all backgrounds, but with your knowledge of computers and technology, you may be better positioned to identify and obtain information about foreign cyber programs, capabilities and actors that may pose a threat to US national security, thereby enabling our ability to counter those threats. Computer scientists have successful careers in the Directorate of Operations as Collection Management Officers, Operations Officers or Staff Operations Officers. No matter what professional path you choose, a career in the CIA will give you a unique role in keeping not only the United States, but the world, safer. You have a lot of career choices in the CIA. Now, the only question is: Where do you want to serve? If you want more information on available opportunities, please visit cia.gov/careers."
Why CU Boulder Computer Science?,WC0D2XJ8TcU,computer science,"- [Student] Welcome to beautiful Boulder. Located at the foot of the Rocky Mountains, the University of Colorado Boulder has an awe-inspiring view from campus. In the Department of Computer Science, innovative academic programs, hands-on opportunities, and rigorous course work will prepare you for the challenges of a complex world. - Founded in 1970, our department as a long history of advanced research in both basic and applied areas of computer science. The University of Colorado provides an outstanding setting for inter-disciplinary research. Our partnerships with campus institutes and national laboratories provide our faculty and graduate students with the opportunity to address critical issues facing society, including climate change, health care, privacy and security and education. - I am part of a great research team. I have a supportive faculty advisor. I collaborate with faculty across the department and I really love the outdoors here. - CU Boulder combines great research opportunities with a great location. There's a bunch of cool restaurants here in Boulder, a growing tech industry and the mountains are right there. - The culture in the CS department here was one where the professors care about me, not only as a researcher but as a person. And I think my favorite thing about being here is just the people that I've been able to work with and the amount that I've been able to learn. [light music]"
Computer Science: Learn to Disrupt and Adapt to Change,4frSnZIvND8,computer science,"*Music* At Florida Poly we're not just pressing computer keys - we are innovating creating challenges, developing, even protecting. Curiosity is what drives us to combine visual arts with mathematics and science to excel in digital gaming and virtual reality. Our attention to detail prepares us to focus on securing information, designing, and writing software to assist with tomorrow's technical needs. We'll be in some of the fastest-growing occupations in the world and there's only one place that propels us. *Music*"
The Future of Computer Science Careers,l0YuUIiEVhs,computer science,"The following portion of daytime tri-cities is sponsored by Amazon. computer science continues to be one of the fastest growing and best earning areas of our economy. A new Gallup poll of kids is revealing what they say could make them 10 times more likely to go into the computer science field as Alex Davis explains. It's about making a people connection. Computers and Robotics are a mainstay in our everyday lives yet a Gallup poll in partnership with Amazon found that while kids interest in computer Sciences, widespread participation is not nationally. We see that 70% of students report that there's at least one course within their school system today where they can take computer science and learn more about the topic. Unfortunately, that number drops dramatically for who live in rural areas throughout the U.S. and soon to come from lower-income households are far less likely than their peers report. There is, of course, currently available within their school more about computer science. The Amazon future engineer program. A childhood to career computer science education initiative aims to help fill that void. In addition access. being able to connect to face to a career could make a big difference in the future. Engineer program is stepping up to help there as well. Role models are really important because they help us to conceptualize the future. Take up ID like a career. That's kind of confusing to young person that you put a human. Story that explains what could happen next. It all comes together and clicks. We launched mean Amazonian program to connect those classrooms as a diverse group of all models and an insight behind the scenes access to the real world. Technology that Amazon uses every day. So right now on our website, Amazon future engineer dot com, you can sign up for a virtual career. class chess. Bring this to the classroom can also see a behind the scenes tour of our film and centers that showcases the amazing people and technology to make one-day delivery possible to get your child's school involved with the"
Favorite programming languages of MIT Computer Scientists,39b_GSDPwCY,computer science,"[MUSIC PLAYING] What's your favorite programming language, and why? I definitely like Python. I actually learned to code on C and C++. And it's a lot harder when there are more brackets and more complicated things. And I feel like Python abstracts away a lot of that while still giving you a lot of functionality, and allows you to do a lot of really cool machine learning things. My favorite programming language is Python because of ease of use and speed of development. And I especially love using [INAUDIBLE].. I like Python because originally, I learned how to program in C. And Python is just a lot more high level, and it's a lot easier to use. I hate them all equally. No, that's not true. I like most programming languages. Lately I've been programming in Python. It's a fairly convenient language. My favorite programming language is probably C#. I like it because it fixed everything that Java did wrong. But mostly it's become a standard in the gaming industry. And I really love video games. I love being able to program video games. And it's a really nice, easy-to-use language. Honestly, I guess I would probably say Python, which is maybe a boring answer, because I guess a lot of people would say that. But for me, it's just really easy to prototype and build things quickly, which is important in my research. I love Python. I think Python is like writing English at times. It's almost so easy to understand for programmers, [? even ?] when you want to do the low-level things, which is incredibly powerful. I prefer Python because it's easy and you can program very easily tasks, and you can see the results quite quickly. At the risk of not being a programmer, I do a lot of programming in MATLAB because that's what I know. And it's very good for controls. But for a real language, I like Python. I can say my least favorite, also if people want that, is C and C++, because you make a ton of bugs and they're impossible to solve. Waste your whole day. [MUSIC PLAYING]"
It&#39;s Computer Science Education Week,4VN0WwMYKkw,computer science,"DESIGNED TO PUT PRESSURE ON CHINA TO REFORM THE POLICIES BEFORE THE WINTER GAMES BEGIN ON FEBRUARY 4th. NOW AT NOON, IT'S COMPUTER 9th ANNUAL GLOBAL MOVEMENT RAISE ACE WARENESS ABOUT THE IMPORTANCE OF EXPANDING COMPUTER SIGHENCE IN SCHOOLS. CBS4 BROOKE SHAFER IS LIVE COUNTY IS WITH CODING. BROOKE. Reporter: WELL, THIS WEEK STUDENT AROUND THE WORLD AND HERE IN SOUTH FLORIDA ARE COMPUTER SCIENCE. WE CHECKED IN WITH SOME OF THE KIDS HERE GETTING READY FOR THE IN FORT LAUDERDALE, THE KIDS LEARN ABOUT COMPUTER SCIENCE -- GABRIEL GARCIA CUSTOM BUILT THE ROBOT. CHILD I TRIED TO BUILD ROBOTS. Reporter: AND THIS MORNING, THIS CLASS AND CLASSROOMS AROUND WORLD KICKED OFF COMPUTER SCIENCE EDUCATION BROWARD PUBLIC SCHOOLS GIVING IT THE HASHTAG CS EVERY WHERE. THIS GIVES A WONDERFUL OPPORTUNITY FOR THE CHILDREN TO KNOW THESE ARE THE KILLS NECESSARY TO BE SUCCESSFUL. Reporter: LIKE TEAM BUILDING SOLVING. THIS IS THE SIGNS TEACHER WHO TEACHES ABOUT 175 KIDS FROM THIRD GRADE TO 8th. COMPUTER SCIENCE IS EVERYWHERE. JUST ABOUT EVERY AS EXPECT OF LIFE THAT WE ENGAGE IN FROM DRIVING ON THE STREETS AND BUILDING CARS AND TOLL BOOTHS, FIELD. Reporter: THIS WEEK, STUDENTS AT EVERY AGE AND AT EVERY SCHOOL ARE ENCOURAGED TO DO AT LEAST ONE HOUR OF COMPUTER CODING. SETTING THEM UP FOR SUCCESS IN THE CLASSROOM AND BEYOND. THE CODING IN THE CLASSROOM APPLICATION IN ALL ASPECTS OF LIFE AND THEY COULD BE POTENTIAL CAREERS FOR THEM TO BE INVOLVED IN. MARYBEL, ARE CERTAINLY WAITING FOR THEM. SOME OF THE KIDS HERE I AM TOLD ARE MAKING APPS. SOME WANT TO BE ENGINEERS AS"
